pos	value	group	Pos	total	base	proportion	pos_from_5end	sample
48	20942	C.T	48	2328122	C	0.00899523306768288	48	PL0222_mapped_At_q20.sorted.mapDamage
49	19994	C.T	49	2254443	C	0.00886870947724116	49	PL0222_mapped_At_q20.sorted.mapDamage
50	19369	C.T	50	2168790	C	0.00893078629097331	50	PL0222_mapped_At_q20.sorted.mapDamage
51	18469	C.T	51	2051289	C	0.00900360700028129	51	PL0222_mapped_At_q20.sorted.mapDamage
52	17491	C.T	52	1982890	C	0.00882096334138555	52	PL0222_mapped_At_q20.sorted.mapDamage
53	16813	C.T	53	1900781	C	0.00884531147986012	53	PL0222_mapped_At_q20.sorted.mapDamage
54	15975	C.T	54	1799114	C	0.00887937062354025	54	PL0222_mapped_At_q20.sorted.mapDamage
55	15483	C.T	55	1740828	C	0.00889404352411611	55	PL0222_mapped_At_q20.sorted.mapDamage
56	14824	C.T	56	1657749	C	0.00894224638349955	56	PL0222_mapped_At_q20.sorted.mapDamage
57	13969	C.T	57	1567406	C	0.00891217718957309	57	PL0222_mapped_At_q20.sorted.mapDamage
58	13162	C.T	58	1510308	C	0.00871477870738949	58	PL0222_mapped_At_q20.sorted.mapDamage
59	12946	C.T	59	1445574	C	0.00895561209595635	59	PL0222_mapped_At_q20.sorted.mapDamage
60	11834	C.T	60	1364676	C	0.0086716553965923	60	PL0222_mapped_At_q20.sorted.mapDamage
61	11374	C.T	61	1313931	C	0.00865646673988208	61	PL0222_mapped_At_q20.sorted.mapDamage
62	10973	C.T	62	1258642	C	0.00871812636158653	62	PL0222_mapped_At_q20.sorted.mapDamage
63	10543	C.T	63	1189041	C	0.00886680947082565	63	PL0222_mapped_At_q20.sorted.mapDamage
64	9969	C.T	64	1142134	C	0.00872839789376728	64	PL0222_mapped_At_q20.sorted.mapDamage
65	9773	C.T	65	1094747	C	0.00892717678148467	65	PL0222_mapped_At_q20.sorted.mapDamage
66	9074	C.T	66	1033778	C	0.00877751316046579	66	PL0222_mapped_At_q20.sorted.mapDamage
67	8461	C.T	67	994006	C	0.00851202105419887	67	PL0222_mapped_At_q20.sorted.mapDamage
68	8242	C.T	68	948543	C	0.00868911583344139	68	PL0222_mapped_At_q20.sorted.mapDamage
69	7740	C.T	69	896401	C	0.00863452852016006	69	PL0222_mapped_At_q20.sorted.mapDamage
70	7278	C.T	70	863270	C	0.00843073430097189	70	PL0222_mapped_At_q20.sorted.mapDamage
1	66742	C.T	1	3615260	C	0.0184611895133407	1	PL0224_mapped_At_q20.sorted.mapDamage
2	51460	C.T	2	3330498	C	0.0154511427420164	2	PL0224_mapped_At_q20.sorted.mapDamage
3	37510	C.T	3	3433604	C	0.0109243814953617	3	PL0224_mapped_At_q20.sorted.mapDamage
4	33005	C.T	4	3499354	C	0.00943174082987889	4	PL0224_mapped_At_q20.sorted.mapDamage
5	30822	C.T	5	3422387	C	0.00900599493862033	5	PL0224_mapped_At_q20.sorted.mapDamage
6	28720	C.T	6	3172274	C	0.00905344242016925	6	PL0224_mapped_At_q20.sorted.mapDamage
7	28681	C.T	7	3369071	C	0.00851302925940118	7	PL0224_mapped_At_q20.sorted.mapDamage
8	27779	C.T	8	3260679	C	0.00851939120655544	8	PL0224_mapped_At_q20.sorted.mapDamage
9	26591	C.T	9	3204947	C	0.00829686107133753	9	PL0224_mapped_At_q20.sorted.mapDamage
10	26407	C.T	10	3314272	C	0.00796766227998185	10	PL0224_mapped_At_q20.sorted.mapDamage
11	26316	C.T	11	3319520	C	0.00792765219067817	11	PL0224_mapped_At_q20.sorted.mapDamage
12	25189	C.T	12	3269493	C	0.00770425261653718	12	PL0224_mapped_At_q20.sorted.mapDamage
13	25133	C.T	13	3327377	C	0.00755339716539484	13	PL0224_mapped_At_q20.sorted.mapDamage
14	25030	C.T	14	3337072	C	0.00750058734123807	14	PL0224_mapped_At_q20.sorted.mapDamage
15	24100	C.T	15	3291524	C	0.00732183632870366	15	PL0224_mapped_At_q20.sorted.mapDamage
16	24396	C.T	16	3332102	C	0.00732150456378586	16	PL0224_mapped_At_q20.sorted.mapDamage
17	24055	C.T	17	3333462	C	0.00721622145385188	17	PL0224_mapped_At_q20.sorted.mapDamage
18	23265	C.T	18	3273541	C	0.00710698292766151	18	PL0224_mapped_At_q20.sorted.mapDamage
19	23430	C.T	19	3272764	C	0.00715908632580901	19	PL0224_mapped_At_q20.sorted.mapDamage
20	23289	C.T	20	3217787	C	0.00723758284808783	20	PL0224_mapped_At_q20.sorted.mapDamage
21	22871	C.T	21	3136262	C	0.00729243921585633	21	PL0224_mapped_At_q20.sorted.mapDamage
22	23047	C.T	22	3148740	C	0.00731943571079225	22	PL0224_mapped_At_q20.sorted.mapDamage
23	23589	C.T	23	3124869	C	0.007548796445547	23	PL0224_mapped_At_q20.sorted.mapDamage
24	23146	C.T	24	3056577	C	0.00757252311981671	24	PL0224_mapped_At_q20.sorted.mapDamage
25	23248	C.T	25	3063380	C	0.00758900299668993	25	PL0224_mapped_At_q20.sorted.mapDamage
26	23619	C.T	26	3020108	C	0.00782058125073673	26	PL0224_mapped_At_q20.sorted.mapDamage
27	22958	C.T	27	2947017	C	0.00779025027680533	27	PL0224_mapped_At_q20.sorted.mapDamage
28	23335	C.T	28	2940710	C	0.00793515851614066	28	PL0224_mapped_At_q20.sorted.mapDamage
29	23450	C.T	29	2896090	C	0.00809712405346519	29	PL0224_mapped_At_q20.sorted.mapDamage
30	23016	C.T	30	2812143	C	0.00818450555323822	30	PL0224_mapped_At_q20.sorted.mapDamage
31	22648	C.T	31	2792723	C	0.00810964782400546	31	PL0224_mapped_At_q20.sorted.mapDamage
32	22376	C.T	32	2740251	C	0.00816567533412085	32	PL0224_mapped_At_q20.sorted.mapDamage
33	21875	C.T	33	2649138	C	0.0082574029740995	33	PL0224_mapped_At_q20.sorted.mapDamage
34	21596	C.T	34	2617927	C	0.00824927509437811	34	PL0224_mapped_At_q20.sorted.mapDamage
35	21415	C.T	35	2561961	C	0.00835883137955652	35	PL0224_mapped_At_q20.sorted.mapDamage
36	20872	C.T	36	2471798	C	0.00844405570358096	36	PL0224_mapped_At_q20.sorted.mapDamage
37	20522	C.T	37	2434430	C	0.00842989940150261	37	PL0224_mapped_At_q20.sorted.mapDamage
38	20213	C.T	38	2368901	C	0.00853264868392558	38	PL0224_mapped_At_q20.sorted.mapDamage
39	19513	C.T	39	2272984	C	0.00858475026660988	39	PL0224_mapped_At_q20.sorted.mapDamage
40	19065	C.T	40	2236584	C	0.00852416005837473	40	PL0224_mapped_At_q20.sorted.mapDamage
41	18425	C.T	41	2175821	C	0.00846806791551327	41	PL0224_mapped_At_q20.sorted.mapDamage
42	17612	C.T	42	2080836	C	0.00846390585322438	42	PL0224_mapped_At_q20.sorted.mapDamage
43	17679	C.T	43	2035358	C	0.00868594124473434	43	PL0224_mapped_At_q20.sorted.mapDamage
44	17027	C.T	44	1981432	C	0.00859328001162795	44	PL0224_mapped_At_q20.sorted.mapDamage
45	15969	C.T	45	1895701	C	0.00842379679073862	45	PL0224_mapped_At_q20.sorted.mapDamage
46	15848	C.T	46	1842808	C	0.00859991925366072	46	PL0224_mapped_At_q20.sorted.mapDamage
47	15069	C.T	47	1784111	C	0.00844622335717901	47	PL0224_mapped_At_q20.sorted.mapDamage
48	14448	C.T	48	1698872	C	0.00850446649306128	48	PL0224_mapped_At_q20.sorted.mapDamage
49	13854	C.T	49	1652059	C	0.00838589905082082	49	PL0224_mapped_At_q20.sorted.mapDamage
50	13950	C.T	50	1602897	C	0.00870299214484774	50	PL0224_mapped_At_q20.sorted.mapDamage
51	13073	C.T	51	1526973	C	0.00856138255227827	51	PL0224_mapped_At_q20.sorted.mapDamage
52	12548	C.T	52	1485003	C	0.00844981457949917	52	PL0224_mapped_At_q20.sorted.mapDamage
53	12162	C.T	53	1433729	C	0.00848277463872182	53	PL0224_mapped_At_q20.sorted.mapDamage
54	11280	C.T	54	1364237	C	0.00826835806388479	54	PL0224_mapped_At_q20.sorted.mapDamage
55	11141	C.T	55	1325940	C	0.00840234098073819	55	PL0224_mapped_At_q20.sorted.mapDamage
56	10714	C.T	56	1277501	C	0.0083866861943748	56	PL0224_mapped_At_q20.sorted.mapDamage
57	10185	C.T	57	1215221	C	0.00838119156927012	57	PL0224_mapped_At_q20.sorted.mapDamage
58	9886	C.T	58	1179055	C	0.00838468095211843	58	PL0224_mapped_At_q20.sorted.mapDamage
59	9393	C.T	59	1135455	C	0.00827245465474193	59	PL0224_mapped_At_q20.sorted.mapDamage
60	8915	C.T	60	1077507	C	0.00827372815211409	60	PL0224_mapped_At_q20.sorted.mapDamage
61	8454	C.T	61	1047768	C	0.00806858006734315	61	PL0224_mapped_At_q20.sorted.mapDamage
62	8367	C.T	62	1010770	C	0.00827784758154674	62	PL0224_mapped_At_q20.sorted.mapDamage
63	7891	C.T	63	962719	C	0.00819657657114901	63	PL0224_mapped_At_q20.sorted.mapDamage
64	7550	C.T	64	932535	C	0.00809621086608009	64	PL0224_mapped_At_q20.sorted.mapDamage
65	7123	C.T	65	897701	C	0.00793471322856942	65	PL0224_mapped_At_q20.sorted.mapDamage
66	6879	C.T	66	853137	C	0.00806318328709222	66	PL0224_mapped_At_q20.sorted.mapDamage
67	6563	C.T	67	823730	C	0.00796741650783631	67	PL0224_mapped_At_q20.sorted.mapDamage
68	6325	C.T	68	793083	C	0.00797520562160581	68	PL0224_mapped_At_q20.sorted.mapDamage
69	5961	C.T	69	756922	C	0.00787531608276679	69	PL0224_mapped_At_q20.sorted.mapDamage
70	5962	C.T	70	733664	C	0.00812633576132944	70	PL0224_mapped_At_q20.sorted.mapDamage
1	49167	C.T	1	3575783	C	0.0137499954555408	1	PL0230_mapped_At_q20.sorted.mapDamage
2	37686	C.T	2	3455937	C	0.0109047126727137	2	PL0230_mapped_At_q20.sorted.mapDamage
3	27806	C.T	3	3592954	C	0.00773903590193473	3	PL0230_mapped_At_q20.sorted.mapDamage
4	24972	C.T	4	3652078	C	0.006837751000937	4	PL0230_mapped_At_q20.sorted.mapDamage
5	23598	C.T	5	3581440	C	0.00658896979985704	5	PL0230_mapped_At_q20.sorted.mapDamage
6	23776	C.T	6	3342423	C	0.00711340246282412	6	PL0230_mapped_At_q20.sorted.mapDamage
7	23839	C.T	7	3514765	C	0.00678253026873774	7	PL0230_mapped_At_q20.sorted.mapDamage
8	23866	C.T	8	3414825	C	0.00698893793971873	8	PL0230_mapped_At_q20.sorted.mapDamage
9	23018	C.T	9	3363782	C	0.00684289291042047	9	PL0230_mapped_At_q20.sorted.mapDamage
10	23170	C.T	10	3466393	C	0.00668418151086735	10	PL0230_mapped_At_q20.sorted.mapDamage
11	23117	C.T	11	3476386	C	0.006649721866329	11	PL0230_mapped_At_q20.sorted.mapDamage
12	22438	C.T	12	3427132	C	0.00654716538493411	12	PL0230_mapped_At_q20.sorted.mapDamage
13	22238	C.T	13	3487267	C	0.00637691349701643	13	PL0230_mapped_At_q20.sorted.mapDamage
14	22763	C.T	14	3499317	C	0.0065049836868166	14	PL0230_mapped_At_q20.sorted.mapDamage
15	21982	C.T	15	3449091	C	0.0063732734218958	15	PL0230_mapped_At_q20.sorted.mapDamage
16	21919	C.T	16	3497496	C	0.00626705505881922	16	PL0230_mapped_At_q20.sorted.mapDamage
17	21969	C.T	17	3495239	C	0.00628540709233331	17	PL0230_mapped_At_q20.sorted.mapDamage
18	21438	C.T	18	3445897	C	0.006221311896438	18	PL0230_mapped_At_q20.sorted.mapDamage
19	21819	C.T	19	3479380	C	0.00627094482350304	19	PL0230_mapped_At_q20.sorted.mapDamage
20	21921	C.T	20	3472178	C	0.00631332840655059	20	PL0230_mapped_At_q20.sorted.mapDamage
21	21566	C.T	21	3425904	C	0.00629498082841784	21	PL0230_mapped_At_q20.sorted.mapDamage
22	21457	C.T	22	3455106	C	0.00621022915071202	22	PL0230_mapped_At_q20.sorted.mapDamage
23	21403	C.T	23	3450343	C	0.00620315139683214	23	PL0230_mapped_At_q20.sorted.mapDamage
24	21286	C.T	24	3394110	C	0.00627145260465925	24	PL0230_mapped_At_q20.sorted.mapDamage
25	21448	C.T	25	3416043	C	0.0062786094905714	25	PL0230_mapped_At_q20.sorted.mapDamage
26	21316	C.T	26	3387308	C	0.00629290280069011	26	PL0230_mapped_At_q20.sorted.mapDamage
27	21054	C.T	27	3326394	C	0.00632937649598935	27	PL0230_mapped_At_q20.sorted.mapDamage
28	21094	C.T	28	3331459	C	0.00633176034884416	28	PL0230_mapped_At_q20.sorted.mapDamage
29	21000	C.T	29	3303766	C	0.00635638238301381	29	PL0230_mapped_At_q20.sorted.mapDamage
30	20720	C.T	30	3236923	C	0.00640114083652901	30	PL0230_mapped_At_q20.sorted.mapDamage
31	20844	C.T	31	3238298	C	0.00643671459513609	31	PL0230_mapped_At_q20.sorted.mapDamage
32	21095	C.T	32	3206857	C	0.00657809188248806	32	PL0230_mapped_At_q20.sorted.mapDamage
33	20378	C.T	33	3135609	C	0.00649889702446957	33	PL0230_mapped_At_q20.sorted.mapDamage
34	20185	C.T	34	3128748	C	0.00645146237408701	34	PL0230_mapped_At_q20.sorted.mapDamage
35	20368	C.T	35	3089711	C	0.00659220231277294	35	PL0230_mapped_At_q20.sorted.mapDamage
36	19686	C.T	36	3007305	C	0.00654606034306464	36	PL0230_mapped_At_q20.sorted.mapDamage
37	19580	C.T	37	2994791	C	0.0065380188467242	37	PL0230_mapped_At_q20.sorted.mapDamage
38	19533	C.T	38	2951636	C	0.00661768592062165	38	PL0230_mapped_At_q20.sorted.mapDamage
39	19040	C.T	39	2868824	C	0.00663686583770911	39	PL0230_mapped_At_q20.sorted.mapDamage
40	18626	C.T	40	2846591	C	0.00654326526009532	40	PL0230_mapped_At_q20.sorted.mapDamage
41	18436	C.T	41	2804375	C	0.00657401381769556	41	PL0230_mapped_At_q20.sorted.mapDamage
42	17966	C.T	42	2722040	C	0.00660019691114017	42	PL0230_mapped_At_q20.sorted.mapDamage
43	17798	C.T	43	2694666	C	0.00660490019913414	43	PL0230_mapped_At_q20.sorted.mapDamage
44	17632	C.T	44	2655003	C	0.00664104710992794	44	PL0230_mapped_At_q20.sorted.mapDamage
45	17011	C.T	45	2571571	C	0.00661502249014318	45	PL0230_mapped_At_q20.sorted.mapDamage
46	16682	C.T	46	2537834	C	0.00657332197456571	46	PL0230_mapped_At_q20.sorted.mapDamage
47	16378	C.T	47	2492254	C	0.00657156132561127	47	PL0230_mapped_At_q20.sorted.mapDamage
48	15696	C.T	48	2404717	C	0.00652717138856672	48	PL0230_mapped_At_q20.sorted.mapDamage
49	15423	C.T	49	2370854	C	0.0065052508505374	49	PL0230_mapped_At_q20.sorted.mapDamage
50	15659	C.T	50	2328448	C	0.00672508039689957	50	PL0230_mapped_At_q20.sorted.mapDamage
51	14656	C.T	51	2250801	C	0.00651145969812524	51	PL0230_mapped_At_q20.sorted.mapDamage
52	14325	C.T	52	2219139	C	0.00645520627594756	52	PL0230_mapped_At_q20.sorted.mapDamage
53	14473	C.T	53	2174542	C	0.00665565438607302	53	PL0230_mapped_At_q20.sorted.mapDamage
54	13814	C.T	54	2100846	C	0.00657544627259685	54	PL0230_mapped_At_q20.sorted.mapDamage
55	13458	C.T	55	2068633	C	0.00650574558174408	55	PL0230_mapped_At_q20.sorted.mapDamage
56	13285	C.T	56	2017547	C	0.00658472888116113	56	PL0230_mapped_At_q20.sorted.mapDamage
57	12909	C.T	57	1950553	C	0.0066181231681477	57	PL0230_mapped_At_q20.sorted.mapDamage
58	12369	C.T	58	1917814	C	0.00644953055927217	58	PL0230_mapped_At_q20.sorted.mapDamage
59	12345	C.T	59	1871358	C	0.00659681365083538	59	PL0230_mapped_At_q20.sorted.mapDamage
60	11662	C.T	60	1802060	C	0.00647148263653818	60	PL0230_mapped_At_q20.sorted.mapDamage
61	11658	C.T	61	1774978	C	0.00656796872975327	61	PL0230_mapped_At_q20.sorted.mapDamage
62	11492	C.T	62	1735544	C	0.0066215549706605	62	PL0230_mapped_At_q20.sorted.mapDamage
63	11002	C.T	63	1675029	C	0.0065682444900954	63	PL0230_mapped_At_q20.sorted.mapDamage
64	10862	C.T	64	1644144	C	0.00660647729152678	64	PL0230_mapped_At_q20.sorted.mapDamage
65	10415	C.T	65	1607740	C	0.00647803749362459	65	PL0230_mapped_At_q20.sorted.mapDamage
66	9974	C.T	66	1548307	C	0.00644187489948699	66	PL0230_mapped_At_q20.sorted.mapDamage
67	9820	C.T	67	1513938	C	0.00648639508355032	67	PL0230_mapped_At_q20.sorted.mapDamage
68	9572	C.T	68	1475113	C	0.00648899440246273	68	PL0230_mapped_At_q20.sorted.mapDamage
69	9168	C.T	69	1424644	C	0.00643529190450386	69	PL0230_mapped_At_q20.sorted.mapDamage
70	8909	C.T	70	1397592	C	0.00637453562985478	70	PL0230_mapped_At_q20.sorted.mapDamage
1	88576	C.T	1	3461766	C	0.025586940307346	1	PL0235_mapped_At_q20.sorted.mapDamage
2	66717	C.T	2	3013151	C	0.0221419371282753	2	PL0235_mapped_At_q20.sorted.mapDamage
3	47775	C.T	3	3018185	C	0.0158290495778092	3	PL0235_mapped_At_q20.sorted.mapDamage
4	41913	C.T	4	3052293	C	0.0137316437183455	4	PL0235_mapped_At_q20.sorted.mapDamage
5	37318	C.T	5	2950067	C	0.0126498821891164	5	PL0235_mapped_At_q20.sorted.mapDamage
6	34504	C.T	6	2735234	C	0.0126146428422577	6	PL0235_mapped_At_q20.sorted.mapDamage
7	34136	C.T	7	2896994	C	0.0117832484292339	7	PL0235_mapped_At_q20.sorted.mapDamage
8	32581	C.T	8	2798743	C	0.0116412975396455	8	PL0235_mapped_At_q20.sorted.mapDamage
9	30653	C.T	9	2743632	C	0.0111724167089464	9	PL0235_mapped_At_q20.sorted.mapDamage
10	30389	C.T	10	2845611	C	0.0106792530672675	10	PL0235_mapped_At_q20.sorted.mapDamage
11	29295	C.T	11	2841271	C	0.0103105265214054	11	PL0235_mapped_At_q20.sorted.mapDamage
12	27730	C.T	12	2787981	C	0.00994626577440808	12	PL0235_mapped_At_q20.sorted.mapDamage
13	27330	C.T	13	2845484	C	0.00960469290988809	13	PL0235_mapped_At_q20.sorted.mapDamage
14	27001	C.T	14	2841547	C	0.00950221833388644	14	PL0235_mapped_At_q20.sorted.mapDamage
15	26041	C.T	15	2802318	C	0.00929266414446897	15	PL0235_mapped_At_q20.sorted.mapDamage
16	26210	C.T	16	2851741	C	0.00919087673109164	16	PL0235_mapped_At_q20.sorted.mapDamage
17	25750	C.T	17	2845404	C	0.00904968152149923	17	PL0235_mapped_At_q20.sorted.mapDamage
18	24729	C.T	18	2794917	C	0.00884784771783921	18	PL0235_mapped_At_q20.sorted.mapDamage
19	25252	C.T	19	2832320	C	0.00891565924754265	19	PL0235_mapped_At_q20.sorted.mapDamage
20	25677	C.T	20	2807331	C	0.00914640988184151	20	PL0235_mapped_At_q20.sorted.mapDamage
21	25114	C.T	21	2746534	C	0.0091438882606223	21	PL0235_mapped_At_q20.sorted.mapDamage
22	25704	C.T	22	2780592	C	0.00924407464309759	22	PL0235_mapped_At_q20.sorted.mapDamage
23	26451	C.T	23	2752385	C	0.0096102107808319	23	PL0235_mapped_At_q20.sorted.mapDamage
24	26579	C.T	24	2695298	C	0.00986124725355044	24	PL0235_mapped_At_q20.sorted.mapDamage
25	26780	C.T	25	2705634	C	0.00989786497360693	25	PL0235_mapped_At_q20.sorted.mapDamage
26	27271	C.T	26	2668283	C	0.0102204301417803	26	PL0235_mapped_At_q20.sorted.mapDamage
27	26893	C.T	27	2592433	C	0.0103736528581452	27	PL0235_mapped_At_q20.sorted.mapDamage
28	27408	C.T	28	2591405	C	0.0105765019362084	28	PL0235_mapped_At_q20.sorted.mapDamage
29	27379	C.T	29	2539188	C	0.0107825808880634	29	PL0235_mapped_At_q20.sorted.mapDamage
30	27358	C.T	30	2445264	C	0.011188158006661	30	PL0235_mapped_At_q20.sorted.mapDamage
31	27398	C.T	31	2424701	C	0.011299537551228	31	PL0235_mapped_At_q20.sorted.mapDamage
32	27630	C.T	32	2367147	C	0.0116722789079005	32	PL0235_mapped_At_q20.sorted.mapDamage
33	26566	C.T	33	2272635	C	0.0116895145942925	33	PL0235_mapped_At_q20.sorted.mapDamage
34	26021	C.T	34	2231357	C	0.0116615135991238	34	PL0235_mapped_At_q20.sorted.mapDamage
35	25848	C.T	35	2163957	C	0.0119447844850891	35	PL0235_mapped_At_q20.sorted.mapDamage
36	24950	C.T	36	2068842	C	0.0120598866418992	36	PL0235_mapped_At_q20.sorted.mapDamage
37	24795	C.T	37	2032673	C	0.0121982237182272	37	PL0235_mapped_At_q20.sorted.mapDamage
38	24569	C.T	38	1957851	C	0.0125489631233429	38	PL0235_mapped_At_q20.sorted.mapDamage
39	23162	C.T	39	1857163	C	0.0124717108837512	39	PL0235_mapped_At_q20.sorted.mapDamage
40	22438	C.T	40	1812327	C	0.0123807679298493	40	PL0235_mapped_At_q20.sorted.mapDamage
41	21707	C.T	41	1744199	C	0.0124452542399118	41	PL0235_mapped_At_q20.sorted.mapDamage
42	20805	C.T	42	1645390	C	0.0126444186484663	42	PL0235_mapped_At_q20.sorted.mapDamage
43	20111	C.T	43	1595227	C	0.0126069832067787	43	PL0235_mapped_At_q20.sorted.mapDamage
44	19202	C.T	44	1529904	C	0.012551114318284	44	PL0235_mapped_At_q20.sorted.mapDamage
45	18334	C.T	45	1442923	C	0.012706152719168	45	PL0235_mapped_At_q20.sorted.mapDamage
46	17314	C.T	46	1393267	C	0.0124269074054004	46	PL0235_mapped_At_q20.sorted.mapDamage
47	16919	C.T	47	1330599	C	0.0127153259547016	47	PL0235_mapped_At_q20.sorted.mapDamage
48	15730	C.T	48	1250633	C	0.0125776306878197	48	PL0235_mapped_At_q20.sorted.mapDamage
49	15037	C.T	49	1201510	C	0.0125150851844762	49	PL0235_mapped_At_q20.sorted.mapDamage
50	14490	C.T	50	1150154	C	0.012598312921574	50	PL0235_mapped_At_q20.sorted.mapDamage
51	13886	C.T	51	1077177	C	0.0128911033191388	51	PL0235_mapped_At_q20.sorted.mapDamage
52	13104	C.T	52	1034365	C	0.0126686421137606	52	PL0235_mapped_At_q20.sorted.mapDamage
53	12630	C.T	53	980878	C	0.0128762190608822	53	PL0235_mapped_At_q20.sorted.mapDamage
54	11578	C.T	54	922335	C	0.0125529227449896	54	PL0235_mapped_At_q20.sorted.mapDamage
55	11085	C.T	55	886671	C	0.0125018186001347	55	PL0235_mapped_At_q20.sorted.mapDamage
56	10387	C.T	56	838936	C	0.0123811589918659	56	PL0235_mapped_At_q20.sorted.mapDamage
57	9888	C.T	57	787059	C	0.0125632258826848	57	PL0235_mapped_At_q20.sorted.mapDamage
58	9408	C.T	58	754245	C	0.0124734005528708	58	PL0235_mapped_At_q20.sorted.mapDamage
59	8922	C.T	59	715318	C	0.0124727743465144	59	PL0235_mapped_At_q20.sorted.mapDamage
60	8335	C.T	60	666008	C	0.0125148646863101	60	PL0235_mapped_At_q20.sorted.mapDamage
61	7705	C.T	61	638305	C	0.0120710318734774	61	PL0235_mapped_At_q20.sorted.mapDamage
62	7533	C.T	62	604799	C	0.0124553777370664	62	PL0235_mapped_At_q20.sorted.mapDamage
63	6903	C.T	63	568443	C	0.0121436977850022	63	PL0235_mapped_At_q20.sorted.mapDamage
64	6829	C.T	64	541541	C	0.0126103102073527	64	PL0235_mapped_At_q20.sorted.mapDamage
65	6337	C.T	65	512754	C	0.0123587529302551	65	PL0235_mapped_At_q20.sorted.mapDamage
66	5931	C.T	66	479915	C	0.0123584384734797	66	PL0235_mapped_At_q20.sorted.mapDamage
67	5521	C.T	67	458487	C	0.0120417809010943	67	PL0235_mapped_At_q20.sorted.mapDamage
68	5134	C.T	68	433248	C	0.0118500258512446	68	PL0235_mapped_At_q20.sorted.mapDamage
69	4867	C.T	69	406422	C	0.0119752375609588	69	PL0235_mapped_At_q20.sorted.mapDamage
70	4736	C.T	70	388364	C	0.0121947451360064	70	PL0235_mapped_At_q20.sorted.mapDamage
1	163516	C.T	1	6116879	C	0.0267319330658658	1	PL0240_mapped_At_q20.sorted.mapDamage
2	124348	C.T	2	5117050	C	0.0243007201414878	2	PL0240_mapped_At_q20.sorted.mapDamage
3	83877	C.T	3	5131616	C	0.0163451435181432	3	PL0240_mapped_At_q20.sorted.mapDamage
4	70397	C.T	4	5130301	C	0.013721806966102	4	PL0240_mapped_At_q20.sorted.mapDamage
5	61009	C.T	5	4901374	C	0.0124473259947109	5	PL0240_mapped_At_q20.sorted.mapDamage
6	54815	C.T	6	4519754	C	0.0121278724461553	6	PL0240_mapped_At_q20.sorted.mapDamage
7	53530	C.T	7	4783236	C	0.0111911684892822	7	PL0240_mapped_At_q20.sorted.mapDamage
8	50128	C.T	8	4579741	C	0.0109455971418471	8	PL0240_mapped_At_q20.sorted.mapDamage
9	46554	C.T	9	4490116	C	0.0103681063028216	9	PL0240_mapped_At_q20.sorted.mapDamage
10	45989	C.T	10	4660944	C	0.0098668853348163	10	PL0240_mapped_At_q20.sorted.mapDamage
11	44020	C.T	11	4651037	C	0.00946455596891618	11	PL0240_mapped_At_q20.sorted.mapDamage
12	41604	C.T	12	4562796	C	0.00911809337958567	12	PL0240_mapped_At_q20.sorted.mapDamage
13	41225	C.T	13	4655105	C	0.00885586898684348	13	PL0240_mapped_At_q20.sorted.mapDamage
14	40374	C.T	14	4633523	C	0.00871345626211416	14	PL0240_mapped_At_q20.sorted.mapDamage
15	39223	C.T	15	4575112	C	0.00857312345577551	15	PL0240_mapped_At_q20.sorted.mapDamage
16	39434	C.T	16	4662956	C	0.00845686727475018	16	PL0240_mapped_At_q20.sorted.mapDamage
17	38587	C.T	17	4640776	C	0.00831477321896166	17	PL0240_mapped_At_q20.sorted.mapDamage
18	37503	C.T	18	4564233	C	0.00821671461557725	18	PL0240_mapped_At_q20.sorted.mapDamage
19	37758	C.T	19	4653926	C	0.00811315005868164	19	PL0240_mapped_At_q20.sorted.mapDamage
20	38559	C.T	20	4634870	C	0.0083193271871703	20	PL0240_mapped_At_q20.sorted.mapDamage
21	37981	C.T	21	4548891	C	0.00834950760526027	21	PL0240_mapped_At_q20.sorted.mapDamage
22	38674	C.T	22	4617695	C	0.00837517419405136	22	PL0240_mapped_At_q20.sorted.mapDamage
23	39188	C.T	23	4562114	C	0.00858987741209448	23	PL0240_mapped_At_q20.sorted.mapDamage
24	39487	C.T	24	4469797	C	0.00883418195501943	24	PL0240_mapped_At_q20.sorted.mapDamage
25	40797	C.T	25	4508215	C	0.00904947967210969	25	PL0240_mapped_At_q20.sorted.mapDamage
26	41275	C.T	26	4451155	C	0.00927287411918929	26	PL0240_mapped_At_q20.sorted.mapDamage
27	41136	C.T	27	4336107	C	0.00948685076267721	27	PL0240_mapped_At_q20.sorted.mapDamage
28	41771	C.T	28	4355837	C	0.00958966095379602	28	PL0240_mapped_At_q20.sorted.mapDamage
29	42398	C.T	29	4279558	C	0.00990709788253834	29	PL0240_mapped_At_q20.sorted.mapDamage
30	42402	C.T	30	4153279	C	0.0102092828341173	30	PL0240_mapped_At_q20.sorted.mapDamage
31	43003	C.T	31	4145309	C	0.0103738949255653	31	PL0240_mapped_At_q20.sorted.mapDamage
32	42588	C.T	32	4059924	C	0.0104898515341666	32	PL0240_mapped_At_q20.sorted.mapDamage
33	41848	C.T	33	3918417	C	0.0106798229999513	33	PL0240_mapped_At_q20.sorted.mapDamage
34	41865	C.T	34	3873567	C	0.0108078677869777	34	PL0240_mapped_At_q20.sorted.mapDamage
35	41593	C.T	35	3774162	C	0.0110204596411071	35	PL0240_mapped_At_q20.sorted.mapDamage
36	40432	C.T	36	3640197	C	0.0111070911821531	36	PL0240_mapped_At_q20.sorted.mapDamage
