pos	value	group	Pos	total	base	proportion	pos_from_5end	sample
69	11789	C.T	69	1583947	C	0.00744279953811586	69	PL0068_mapped_At_q20.sorted.mapDamage
70	11469	C.T	70	1548884	C	0.00740468621278288	70	PL0068_mapped_At_q20.sorted.mapDamage
1	39442	C.T	1	3831598	C	0.0102938773848405	1	PL0073_mapped_At_q20.sorted.mapDamage
2	33118	C.T	2	3465190	C	0.00955734029014282	2	PL0073_mapped_At_q20.sorted.mapDamage
3	25506	C.T	3	3396048	C	0.00751049455131376	3	PL0073_mapped_At_q20.sorted.mapDamage
4	23512	C.T	4	3472111	C	0.00677167291022666	4	PL0073_mapped_At_q20.sorted.mapDamage
5	22238	C.T	5	3376707	C	0.00658570613322388	5	PL0073_mapped_At_q20.sorted.mapDamage
6	20907	C.T	6	3046856	C	0.00686182740503654	6	PL0073_mapped_At_q20.sorted.mapDamage
7	20772	C.T	7	3239226	C	0.00641264302027707	7	PL0073_mapped_At_q20.sorted.mapDamage
8	20033	C.T	8	3108785	C	0.00644399660960793	8	PL0073_mapped_At_q20.sorted.mapDamage
9	19235	C.T	9	3054025	C	0.00629824575764769	9	PL0073_mapped_At_q20.sorted.mapDamage
10	19007	C.T	10	3173763	C	0.00598878996320771	10	PL0073_mapped_At_q20.sorted.mapDamage
11	19083	C.T	11	3187703	C	0.00598644227520569	11	PL0073_mapped_At_q20.sorted.mapDamage
12	18303	C.T	12	3109401	C	0.00588634273932503	12	PL0073_mapped_At_q20.sorted.mapDamage
13	17981	C.T	13	3180226	C	0.00565400069051696	13	PL0073_mapped_At_q20.sorted.mapDamage
14	18415	C.T	14	3184837	C	0.00578208555100308	14	PL0073_mapped_At_q20.sorted.mapDamage
15	17736	C.T	15	3124633	C	0.00567618661135564	15	PL0073_mapped_At_q20.sorted.mapDamage
16	17402	C.T	16	3181484	C	0.00546977448259994	16	PL0073_mapped_At_q20.sorted.mapDamage
17	17587	C.T	17	3188067	C	0.00551650890649412	17	PL0073_mapped_At_q20.sorted.mapDamage
18	17049	C.T	18	3138571	C	0.0054320899543136	18	PL0073_mapped_At_q20.sorted.mapDamage
19	17257	C.T	19	3193275	C	0.00540416970038597	19	PL0073_mapped_At_q20.sorted.mapDamage
20	17168	C.T	20	3192354	C	0.00537784969962604	20	PL0073_mapped_At_q20.sorted.mapDamage
21	16839	C.T	21	3146445	C	0.00535175412250969	21	PL0073_mapped_At_q20.sorted.mapDamage
22	17000	C.T	22	3185741	C	0.00533627812179333	22	PL0073_mapped_At_q20.sorted.mapDamage
23	17194	C.T	23	3181739	C	0.00540396305290912	23	PL0073_mapped_At_q20.sorted.mapDamage
24	16585	C.T	24	3119060	C	0.00531730713740678	24	PL0073_mapped_At_q20.sorted.mapDamage
25	17056	C.T	25	3153631	C	0.00540836895629197	25	PL0073_mapped_At_q20.sorted.mapDamage
26	17147	C.T	26	3143821	C	0.00545419093517093	26	PL0073_mapped_At_q20.sorted.mapDamage
27	16792	C.T	27	3089288	C	0.00543555667195807	27	PL0073_mapped_At_q20.sorted.mapDamage
28	17143	C.T	28	3123847	C	0.00548778477306987	28	PL0073_mapped_At_q20.sorted.mapDamage
29	16950	C.T	29	3118328	C	0.00543560523460008	29	PL0073_mapped_At_q20.sorted.mapDamage
30	16897	C.T	30	3065335	C	0.00551228495417303	30	PL0073_mapped_At_q20.sorted.mapDamage
31	16963	C.T	31	3096107	C	0.00547881581612005	31	PL0073_mapped_At_q20.sorted.mapDamage
32	17131	C.T	32	3076922	C	0.00556757694865193	32	PL0073_mapped_At_q20.sorted.mapDamage
33	17115	C.T	33	3007001	C	0.00569171742876042	33	PL0073_mapped_At_q20.sorted.mapDamage
34	16654	C.T	34	3013856	C	0.0055258114521729	34	PL0073_mapped_At_q20.sorted.mapDamage
35	16884	C.T	35	2999149	C	0.00562959692899553	35	PL0073_mapped_At_q20.sorted.mapDamage
36	16589	C.T	36	2920202	C	0.00568077139869091	36	PL0073_mapped_At_q20.sorted.mapDamage
37	16642	C.T	37	2929392	C	0.00568104234598852	37	PL0073_mapped_At_q20.sorted.mapDamage
38	16703	C.T	38	2909656	C	0.00574054114988164	38	PL0073_mapped_At_q20.sorted.mapDamage
39	15893	C.T	39	2827961	C	0.00561995020440522	39	PL0073_mapped_At_q20.sorted.mapDamage
40	16317	C.T	40	2828871	C	0.00576802547730172	40	PL0073_mapped_At_q20.sorted.mapDamage
41	16361	C.T	41	2803153	C	0.00583664181013309	41	PL0073_mapped_At_q20.sorted.mapDamage
42	15566	C.T	42	2711453	C	0.00574083342031007	42	PL0073_mapped_At_q20.sorted.mapDamage
43	15503	C.T	43	2699374	C	0.0057431834195632	43	PL0073_mapped_At_q20.sorted.mapDamage
44	15623	C.T	44	2667400	C	0.00585701432106171	44	PL0073_mapped_At_q20.sorted.mapDamage
45	15085	C.T	45	2580587	C	0.00584556924451685	45	PL0073_mapped_At_q20.sorted.mapDamage
46	14680	C.T	46	2558500	C	0.00573773695524721	46	PL0073_mapped_At_q20.sorted.mapDamage
47	14562	C.T	47	2518513	C	0.00578198325758096	47	PL0073_mapped_At_q20.sorted.mapDamage
48	14224	C.T	48	2429408	C	0.00585492432724351	48	PL0073_mapped_At_q20.sorted.mapDamage
49	13827	C.T	49	2407509	C	0.00574328071047709	49	PL0073_mapped_At_q20.sorted.mapDamage
50	13780	C.T	50	2377307	C	0.0057964747506317	50	PL0073_mapped_At_q20.sorted.mapDamage
51	13360	C.T	51	2292794	C	0.00582695174533778	51	PL0073_mapped_At_q20.sorted.mapDamage
52	13154	C.T	52	2265437	C	0.00580638525812018	52	PL0073_mapped_At_q20.sorted.mapDamage
53	13102	C.T	53	2220427	C	0.00590066685371778	53	PL0073_mapped_At_q20.sorted.mapDamage
54	12472	C.T	54	2135821	C	0.00583944066473735	54	PL0073_mapped_At_q20.sorted.mapDamage
55	12463	C.T	55	2111093	C	0.00590357696226552	55	PL0073_mapped_At_q20.sorted.mapDamage
56	12039	C.T	56	2063735	C	0.00583359782142572	56	PL0073_mapped_At_q20.sorted.mapDamage
57	11792	C.T	57	1988196	C	0.00593100479027219	57	PL0073_mapped_At_q20.sorted.mapDamage
58	11321	C.T	58	1958845	C	0.00577942614142518	58	PL0073_mapped_At_q20.sorted.mapDamage
59	11282	C.T	59	1918649	C	0.00588017923028131	59	PL0073_mapped_At_q20.sorted.mapDamage
60	10801	C.T	60	1844925	C	0.00585443852731141	60	PL0073_mapped_At_q20.sorted.mapDamage
61	10721	C.T	61	1820321	C	0.00588962056692199	61	PL0073_mapped_At_q20.sorted.mapDamage
62	10612	C.T	62	1779992	C	0.00596182454752606	62	PL0073_mapped_At_q20.sorted.mapDamage
63	10031	C.T	63	1709089	C	0.00586920868369055	63	PL0073_mapped_At_q20.sorted.mapDamage
64	9990	C.T	64	1682182	C	0.0059387153114229	64	PL0073_mapped_At_q20.sorted.mapDamage
65	9850	C.T	65	1640981	C	0.00600250703694924	65	PL0073_mapped_At_q20.sorted.mapDamage
66	9367	C.T	66	1573926	C	0.00595135984792169	66	PL0073_mapped_At_q20.sorted.mapDamage
67	8971	C.T	67	1541748	C	0.0058187200502287	67	PL0073_mapped_At_q20.sorted.mapDamage
68	8877	C.T	68	1503693	C	0.00590346566752655	68	PL0073_mapped_At_q20.sorted.mapDamage
69	8781	C.T	69	1445958	C	0.00607279049598951	69	PL0073_mapped_At_q20.sorted.mapDamage
70	8201	C.T	70	1422698	C	0.00576439975314508	70	PL0073_mapped_At_q20.sorted.mapDamage
1	1934	C.T	1	316559	C	0.0061094456325677	1	PL0080_mapped_At_q20.sorted.mapDamage
2	2128	C.T	2	250898	C	0.00848153432869134	2	PL0080_mapped_At_q20.sorted.mapDamage
3	1602	C.T	3	290916	C	0.0055067442148249	3	PL0080_mapped_At_q20.sorted.mapDamage
4	1500	C.T	4	243677	C	0.0061556897039934	4	PL0080_mapped_At_q20.sorted.mapDamage
5	1486	C.T	5	237511	C	0.0062565523281027	5	PL0080_mapped_At_q20.sorted.mapDamage
6	1513	C.T	6	227398	C	0.00665353257284585	6	PL0080_mapped_At_q20.sorted.mapDamage
7	1475	C.T	7	243509	C	0.00605727098382401	7	PL0080_mapped_At_q20.sorted.mapDamage
8	1387	C.T	8	237216	C	0.00584699177121273	8	PL0080_mapped_At_q20.sorted.mapDamage
9	1309	C.T	9	238310	C	0.00549284545340103	9	PL0080_mapped_At_q20.sorted.mapDamage
10	1343	C.T	10	242399	C	0.00554045189955404	10	PL0080_mapped_At_q20.sorted.mapDamage
11	1476	C.T	11	245485	C	0.00601258732712793	11	PL0080_mapped_At_q20.sorted.mapDamage
12	1360	C.T	12	246534	C	0.00551648048545028	12	PL0080_mapped_At_q20.sorted.mapDamage
13	1404	C.T	13	244956	C	0.00573164160094058	13	PL0080_mapped_At_q20.sorted.mapDamage
14	1321	C.T	14	245010	C	0.0053916166687074	14	PL0080_mapped_At_q20.sorted.mapDamage
15	1313	C.T	15	246566	C	0.00532514620831745	15	PL0080_mapped_At_q20.sorted.mapDamage
16	1352	C.T	16	244788	C	0.00552314655947187	16	PL0080_mapped_At_q20.sorted.mapDamage
17	1308	C.T	17	246781	C	0.00530024596707202	17	PL0080_mapped_At_q20.sorted.mapDamage
18	1244	C.T	18	246036	C	0.00505617064169471	18	PL0080_mapped_At_q20.sorted.mapDamage
19	1331	C.T	19	239705	C	0.00555265847604347	19	PL0080_mapped_At_q20.sorted.mapDamage
20	1204	C.T	20	234910	C	0.00512536716189179	20	PL0080_mapped_At_q20.sorted.mapDamage
21	1145	C.T	21	229468	C	0.00498980249969495	21	PL0080_mapped_At_q20.sorted.mapDamage
22	1131	C.T	22	224346	C	0.00504132010376829	22	PL0080_mapped_At_q20.sorted.mapDamage
23	1089	C.T	23	222792	C	0.00488796725196596	23	PL0080_mapped_At_q20.sorted.mapDamage
24	1144	C.T	24	220297	C	0.0051929894642233	24	PL0080_mapped_At_q20.sorted.mapDamage
25	1149	C.T	25	219452	C	0.00523576909757031	25	PL0080_mapped_At_q20.sorted.mapDamage
26	1135	C.T	26	219001	C	0.00518262473687335	26	PL0080_mapped_At_q20.sorted.mapDamage
27	1116	C.T	27	217856	C	0.00512264982373678	27	PL0080_mapped_At_q20.sorted.mapDamage
28	1111	C.T	28	217301	C	0.0051127238254771	28	PL0080_mapped_At_q20.sorted.mapDamage
29	1099	C.T	29	217478	C	0.00505338471017758	29	PL0080_mapped_At_q20.sorted.mapDamage
30	1050	C.T	30	217016	C	0.00483835293250267	30	PL0080_mapped_At_q20.sorted.mapDamage
31	1143	C.T	31	213319	C	0.00535817250221499	31	PL0080_mapped_At_q20.sorted.mapDamage
32	1102	C.T	32	211621	C	0.00520742270379594	32	PL0080_mapped_At_q20.sorted.mapDamage
33	1070	C.T	33	208049	C	0.00514301919259405	33	PL0080_mapped_At_q20.sorted.mapDamage
34	1058	C.T	34	204097	C	0.00518380965913267	34	PL0080_mapped_At_q20.sorted.mapDamage
35	1063	C.T	35	202228	C	0.00525644322250134	35	PL0080_mapped_At_q20.sorted.mapDamage
36	1037	C.T	36	201301	C	0.00515148956040954	36	PL0080_mapped_At_q20.sorted.mapDamage
37	973	C.T	37	197988	C	0.00491443925894499	37	PL0080_mapped_At_q20.sorted.mapDamage
38	1030	C.T	38	195434	C	0.00527032143843958	38	PL0080_mapped_At_q20.sorted.mapDamage
39	978	C.T	39	193096	C	0.0050648382151883	39	PL0080_mapped_At_q20.sorted.mapDamage
40	977	C.T	40	188907	C	0.00517185705135331	40	PL0080_mapped_At_q20.sorted.mapDamage
41	1005	C.T	41	186718	C	0.00538244839811909	41	PL0080_mapped_At_q20.sorted.mapDamage
42	1021	C.T	42	181802	C	0.00561599982398433	42	PL0080_mapped_At_q20.sorted.mapDamage
43	856	C.T	43	176642	C	0.00484595962455135	43	PL0080_mapped_At_q20.sorted.mapDamage
44	927	C.T	44	172312	C	0.00537977621988022	44	PL0080_mapped_At_q20.sorted.mapDamage
45	911	C.T	45	168615	C	0.00540284079115144	45	PL0080_mapped_At_q20.sorted.mapDamage
46	911	C.T	46	164359	C	0.00554274484512561	46	PL0080_mapped_At_q20.sorted.mapDamage
47	891	C.T	47	161572	C	0.00551456935607655	47	PL0080_mapped_At_q20.sorted.mapDamage
48	804	C.T	48	158459	C	0.0050738676881717	48	PL0080_mapped_At_q20.sorted.mapDamage
49	768	C.T	49	154820	C	0.00496059940576153	49	PL0080_mapped_At_q20.sorted.mapDamage
50	802	C.T	50	151998	C	0.00527638521559494	50	PL0080_mapped_At_q20.sorted.mapDamage
51	720	C.T	51	146880	C	0.00490196078431373	51	PL0080_mapped_At_q20.sorted.mapDamage
52	739	C.T	52	143077	C	0.00516505098653173	52	PL0080_mapped_At_q20.sorted.mapDamage
53	703	C.T	53	138153	C	0.00508856123283606	53	PL0080_mapped_At_q20.sorted.mapDamage
54	708	C.T	54	133975	C	0.00528456801642097	54	PL0080_mapped_At_q20.sorted.mapDamage
55	669	C.T	55	129686	C	0.00515861388276298	55	PL0080_mapped_At_q20.sorted.mapDamage
56	655	C.T	56	126506	C	0.00517762003383239	56	PL0080_mapped_At_q20.sorted.mapDamage
57	658	C.T	57	122929	C	0.00535268325618853	57	PL0080_mapped_At_q20.sorted.mapDamage
58	558	C.T	58	119708	C	0.00466134260032746	58	PL0080_mapped_At_q20.sorted.mapDamage
59	597	C.T	59	115852	C	0.00515312640265166	59	PL0080_mapped_At_q20.sorted.mapDamage
60	585	C.T	60	112729	C	0.00518943661347125	60	PL0080_mapped_At_q20.sorted.mapDamage
61	529	C.T	61	108919	C	0.00485682020584104	61	PL0080_mapped_At_q20.sorted.mapDamage
62	500	C.T	62	106002	C	0.00471689213411068	62	PL0080_mapped_At_q20.sorted.mapDamage
63	508	C.T	63	102374	C	0.00496219743294196	63	PL0080_mapped_At_q20.sorted.mapDamage
64	495	C.T	64	98911	C	0.00500449899404515	64	PL0080_mapped_At_q20.sorted.mapDamage
65	478	C.T	65	95330	C	0.00501416133431239	65	PL0080_mapped_At_q20.sorted.mapDamage
66	478	C.T	66	92310	C	0.00517820387823638	66	PL0080_mapped_At_q20.sorted.mapDamage
67	489	C.T	67	90293	C	0.00541570221390362	67	PL0080_mapped_At_q20.sorted.mapDamage
68	474	C.T	68	86963	C	0.00545059393075216	68	PL0080_mapped_At_q20.sorted.mapDamage
69	412	C.T	69	84668	C	0.00486606510133699	69	PL0080_mapped_At_q20.sorted.mapDamage
70	369	C.T	70	81880	C	0.00450659501709819	70	PL0080_mapped_At_q20.sorted.mapDamage
1	134761	C.T	1	4820796	C	0.0279540972071832	1	PL0102_mapped_At_q20.sorted.mapDamage
2	99646	C.T	2	4182971	C	0.0238218242488413	2	PL0102_mapped_At_q20.sorted.mapDamage
3	69428	C.T	3	4180394	C	0.0166080039345574	3	PL0102_mapped_At_q20.sorted.mapDamage
4	58630	C.T	4	4303516	C	0.0136237439340298	4	PL0102_mapped_At_q20.sorted.mapDamage
5	51088	C.T	5	4293221	C	0.0118996902325783	5	PL0102_mapped_At_q20.sorted.mapDamage
6	48755	C.T	6	3595432	C	0.0135602620213649	6	PL0102_mapped_At_q20.sorted.mapDamage
7	47228	C.T	7	3972997	C	0.0118872478383447	7	PL0102_mapped_At_q20.sorted.mapDamage
8	46121	C.T	8	3872146	C	0.0119109661670815	8	PL0102_mapped_At_q20.sorted.mapDamage
9	44214	C.T	9	3813230	C	0.0115948946168996	9	PL0102_mapped_At_q20.sorted.mapDamage
10	44004	C.T	10	3974619	C	0.0110712498480986	10	PL0102_mapped_At_q20.sorted.mapDamage
11	42954	C.T	11	3991960	C	0.0107601278569926	11	PL0102_mapped_At_q20.sorted.mapDamage
12	40961	C.T	12	3911386	C	0.0104722469221908	12	PL0102_mapped_At_q20.sorted.mapDamage
13	40582	C.T	13	4001426	C	0.0101418844182049	13	PL0102_mapped_At_q20.sorted.mapDamage
14	40749	C.T	14	4014969	C	0.0101492688984647	14	PL0102_mapped_At_q20.sorted.mapDamage
15	39782	C.T	15	3952929	C	0.0100639298100219	15	PL0102_mapped_At_q20.sorted.mapDamage
16	39701	C.T	16	4022753	C	0.00986911202353214	16	PL0102_mapped_At_q20.sorted.mapDamage
17	39380	C.T	17	4023014	C	0.00978868082487409	17	PL0102_mapped_At_q20.sorted.mapDamage
18	38365	C.T	18	3945394	C	0.00972399714705299	18	PL0102_mapped_At_q20.sorted.mapDamage
19	38774	C.T	19	3979006	C	0.00974464476806519	19	PL0102_mapped_At_q20.sorted.mapDamage
20	39300	C.T	20	3932446	C	0.00999377995273171	20	PL0102_mapped_At_q20.sorted.mapDamage
21	38880	C.T	21	3841652	C	0.0101206460137462	21	PL0102_mapped_At_q20.sorted.mapDamage
22	39346	C.T	22	3865843	C	0.0101778577143459	22	PL0102_mapped_At_q20.sorted.mapDamage
23	39906	C.T	23	3842225	C	0.0103861694721158	23	PL0102_mapped_At_q20.sorted.mapDamage
24	40435	C.T	24	3757024	C	0.010762507772109	24	PL0102_mapped_At_q20.sorted.mapDamage
25	41314	C.T	25	3776084	C	0.0109409642370244	25	PL0102_mapped_At_q20.sorted.mapDamage
26	42063	C.T	26	3736408	C	0.0112576035593543	26	PL0102_mapped_At_q20.sorted.mapDamage
27	41421	C.T	27	3631601	C	0.0114057133479146	27	PL0102_mapped_At_q20.sorted.mapDamage
28	41769	C.T	28	3622835	C	0.0115293685746108	28	PL0102_mapped_At_q20.sorted.mapDamage
29	42322	C.T	29	3569912	C	0.0118551941896607	29	PL0102_mapped_At_q20.sorted.mapDamage
30	41680	C.T	30	3454689	C	0.0120647618352911	30	PL0102_mapped_At_q20.sorted.mapDamage
31	41572	C.T	31	3441222	C	0.0120805923012232	31	PL0102_mapped_At_q20.sorted.mapDamage
32	41379	C.T	32	3367621	C	0.0122873090528893	32	PL0102_mapped_At_q20.sorted.mapDamage
33	39844	C.T	33	3239064	C	0.012301084510834	33	PL0102_mapped_At_q20.sorted.mapDamage
34	39774	C.T	34	3186566	C	0.0124817750518897	34	PL0102_mapped_At_q20.sorted.mapDamage
35	38975	C.T	35	3110960	C	0.01252828708823	35	PL0102_mapped_At_q20.sorted.mapDamage
36	37879	C.T	36	2977547	C	0.0127215456212782	36	PL0102_mapped_At_q20.sorted.mapDamage
37	37059	C.T	37	2926670	C	0.0126625140518063	37	PL0102_mapped_At_q20.sorted.mapDamage
38	36343	C.T	38	2843234	C	0.0127822753948497	38	PL0102_mapped_At_q20.sorted.mapDamage
39	34538	C.T	39	2702150	C	0.0127816738523028	39	PL0102_mapped_At_q20.sorted.mapDamage
40	34004	C.T	40	2638834	C	0.0128859943444718	40	PL0102_mapped_At_q20.sorted.mapDamage
41	33007	C.T	41	2548345	C	0.012952327883391	41	PL0102_mapped_At_q20.sorted.mapDamage
42	31747	C.T	42	2417050	C	0.0131346062348731	42	PL0102_mapped_At_q20.sorted.mapDamage
43	30528	C.T	43	2347726	C	0.0130032209891614	43	PL0102_mapped_At_q20.sorted.mapDamage
44	29804	C.T	44	2267382	C	0.0131446752245541	44	PL0102_mapped_At_q20.sorted.mapDamage
45	27781	C.T	45	2144346	C	0.0129554652094391	45	PL0102_mapped_At_q20.sorted.mapDamage
46	26830	C.T	46	2077848	C	0.0129123978269825	46	PL0102_mapped_At_q20.sorted.mapDamage
47	25955	C.T	47	1996450	C	0.0130005760224398	47	PL0102_mapped_At_q20.sorted.mapDamage
48	24240	C.T	48	1877916	C	0.012907925594116	48	PL0102_mapped_At_q20.sorted.mapDamage
49	22941	C.T	49	1814032	C	0.0126464141757147	49	PL0102_mapped_At_q20.sorted.mapDamage
50	22552	C.T	50	1747252	C	0.0129071250168837	50	PL0102_mapped_At_q20.sorted.mapDamage
51	21047	C.T	51	1644101	C	0.0128015249671401	51	PL0102_mapped_At_q20.sorted.mapDamage
52	19979	C.T	52	1590976	C	0.0125577004304276	52	PL0102_mapped_At_q20.sorted.mapDamage
53	19293	C.T	53	1521490	C	0.0126803330945323	53	PL0102_mapped_At_q20.sorted.mapDamage
54	18002	C.T	54	1432108	C	0.0125702810123259	54	PL0102_mapped_At_q20.sorted.mapDamage
55	17456	C.T	55	1380171	C	0.0126477081463094	55	PL0102_mapped_At_q20.sorted.mapDamage
56	16551	C.T	56	1318429	C	0.0125535770223501	56	PL0102_mapped_At_q20.sorted.mapDamage
57	15382	C.T	57	1242243	C	0.0123824404725967	57	PL0102_mapped_At_q20.sorted.mapDamage
58	14689	C.T	58	1195629	C	0.0122855835714925	58	PL0102_mapped_At_q20.sorted.mapDamage
59	13925	C.T	59	1145743	C	0.012153685425091	59	PL0102_mapped_At_q20.sorted.mapDamage
60	13064	C.T	60	1076332	C	0.0121375189068057	60	PL0102_mapped_At_q20.sorted.mapDamage
61	12621	C.T	61	1037088	C	0.0121696519485328	61	PL0102_mapped_At_q20.sorted.mapDamage
62	12048	C.T	62	995816	C	0.0120986206287105	62	PL0102_mapped_At_q20.sorted.mapDamage
63	11185	C.T	63	938144	C	0.0119224767199918	63	PL0102_mapped_At_q20.sorted.mapDamage
64	10788	C.T	64	899601	C	0.0119919831125132	64	PL0102_mapped_At_q20.sorted.mapDamage
65	10367	C.T	65	862411	C	0.0120209505676528	65	PL0102_mapped_At_q20.sorted.mapDamage
66	9684	C.T	66	810965	C	0.0119413291572386	66	PL0102_mapped_At_q20.sorted.mapDamage
67	9003	C.T	67	776196	C	0.0115988745110771	67	PL0102_mapped_At_q20.sorted.mapDamage
68	8685	C.T	68	744712	C	0.0116622264714413	68	PL0102_mapped_At_q20.sorted.mapDamage
69	8186	C.T	69	704429	C	0.0116207595087653	69	PL0102_mapped_At_q20.sorted.mapDamage
70	7749	C.T	70	680390	C	0.0113890562765473	70	PL0102_mapped_At_q20.sorted.mapDamage
1	53177	C.T	1	5150356	C	0.0103249173455194	1	PL0108_mapped_At_q20.sorted.mapDamage
2	44768	C.T	2	4006069	C	0.0111750446634843	2	PL0108_mapped_At_q20.sorted.mapDamage
3	34961	C.T	3	4794992	C	0.0072911487652117	3	PL0108_mapped_At_q20.sorted.mapDamage
4	31465	C.T	4	4534006	C	0.00693977908278022	4	PL0108_mapped_At_q20.sorted.mapDamage
5	29226	C.T	5	4207536	C	0.00694610812599108	5	PL0108_mapped_At_q20.sorted.mapDamage
6	28720	C.T	6	3809860	C	0.00753833474195902	6	PL0108_mapped_At_q20.sorted.mapDamage
7	28125	C.T	7	4061124	C	0.00692542261698978	7	PL0108_mapped_At_q20.sorted.mapDamage
8	27088	C.T	8	3983889	C	0.00679938622787934	8	PL0108_mapped_At_q20.sorted.mapDamage
9	26972	C.T	9	4003099	C	0.00673777990501859	9	PL0108_mapped_At_q20.sorted.mapDamage
10	27262	C.T	10	4082424	C	0.00667789528966124	10	PL0108_mapped_At_q20.sorted.mapDamage
11	27323	C.T	11	4093257	C	0.00667512447911284	11	PL0108_mapped_At_q20.sorted.mapDamage
12	26431	C.T	12	4077162	C	0.00648269556127522	12	PL0108_mapped_At_q20.sorted.mapDamage
13	26351	C.T	13	4073464	C	0.00646894142184637	13	PL0108_mapped_At_q20.sorted.mapDamage
14	26206	C.T	14	4081011	C	0.00642144801864048	14	PL0108_mapped_At_q20.sorted.mapDamage
15	26131	C.T	15	4074266	C	0.00641367058508207	15	PL0108_mapped_At_q20.sorted.mapDamage
16	26107	C.T	16	4089786	C	0.00638346358464722	16	PL0108_mapped_At_q20.sorted.mapDamage
17	25742	C.T	17	4100735	C	0.00627741124456957	17	PL0108_mapped_At_q20.sorted.mapDamage
18	25480	C.T	18	4057262	C	0.00628009726756616	18	PL0108_mapped_At_q20.sorted.mapDamage
19	25063	C.T	19	4028828	C	0.00622091585940129	19	PL0108_mapped_At_q20.sorted.mapDamage
20	24951	C.T	20	4005331	C	0.00622944770357306	20	PL0108_mapped_At_q20.sorted.mapDamage
21	24199	C.T	21	3919563	C	0.00617390254985058	21	PL0108_mapped_At_q20.sorted.mapDamage
22	24013	C.T	22	3894668	C	0.0061656089813047	22	PL0108_mapped_At_q20.sorted.mapDamage
23	24145	C.T	23	3872636	C	0.00623477135470517	23	PL0108_mapped_At_q20.sorted.mapDamage
24	23801	C.T	24	3819449	C	0.00623152711294221	24	PL0108_mapped_At_q20.sorted.mapDamage
25	23491	C.T	25	3799427	C	0.00618277440256123	25	PL0108_mapped_At_q20.sorted.mapDamage
26	23916	C.T	26	3780203	C	0.00632664436274983	26	PL0108_mapped_At_q20.sorted.mapDamage
27	23818	C.T	27	3722225	C	0.00639886089637247	27	PL0108_mapped_At_q20.sorted.mapDamage
28	23331	C.T	28	3701657	C	0.00630285301960717	28	PL0108_mapped_At_q20.sorted.mapDamage
29	23158	C.T	29	3667291	C	0.00631474295331349	29	PL0108_mapped_At_q20.sorted.mapDamage
30	23212	C.T	30	3604706	C	0.00643936010315404	30	PL0108_mapped_At_q20.sorted.mapDamage
31	22503	C.T	31	3562842	C	0.00631602524052428	31	PL0108_mapped_At_q20.sorted.mapDamage
32	22570	C.T	32	3511709	C	0.0064270701245462	32	PL0108_mapped_At_q20.sorted.mapDamage
33	22371	C.T	33	3432711	C	0.00651700652924176	33	PL0108_mapped_At_q20.sorted.mapDamage
34	21659	C.T	34	3385787	C	0.00639703560796943	34	PL0108_mapped_At_q20.sorted.mapDamage
35	21481	C.T	35	3326703	C	0.00645714390494132	35	PL0108_mapped_At_q20.sorted.mapDamage
36	20872	C.T	36	3247189	C	0.00642771332373939	36	PL0108_mapped_At_q20.sorted.mapDamage
37	20664	C.T	37	3192095	C	0.00647349154708741	37	PL0108_mapped_At_q20.sorted.mapDamage
38	20214	C.T	38	3129163	C	0.00645987441370104	38	PL0108_mapped_At_q20.sorted.mapDamage
39	19782	C.T	39	3047141	C	0.00649198707903573	39	PL0108_mapped_At_q20.sorted.mapDamage
40	19476	C.T	40	2986718	C	0.00652087006540289	40	PL0108_mapped_At_q20.sorted.mapDamage
41	18967	C.T	41	2926579	C	0.006480945841544	41	PL0108_mapped_At_q20.sorted.mapDamage
42	18360	C.T	42	2838096	C	0.00646912578010046	42	PL0108_mapped_At_q20.sorted.mapDamage
43	17738	C.T	43	2774432	C	0.00639338069918455	43	PL0108_mapped_At_q20.sorted.mapDamage
44	17616	C.T	44	2708941	C	0.00650291017781487	44	PL0108_mapped_At_q20.sorted.mapDamage
45	17371	C.T	45	2625389	C	0.00661654330082133	45	PL0108_mapped_At_q20.sorted.mapDamage
46	16490	C.T	46	2558635	C	0.00644484266024658	46	PL0108_mapped_At_q20.sorted.mapDamage
47	16375	C.T	47	2499251	C	0.00655196296810524	47	PL0108_mapped_At_q20.sorted.mapDamage
48	15574	C.T	48	2414510	C	0.00645017001379162	48	PL0108_mapped_At_q20.sorted.mapDamage
49	15165	C.T	49	2352308	C	0.00644685984998563	49	PL0108_mapped_At_q20.sorted.mapDamage
50	14860	C.T	50	2297748	C	0.00646720179932699	50	PL0108_mapped_At_q20.sorted.mapDamage
51	14369	C.T	51	2222814	C	0.00646432854930732	51	PL0108_mapped_At_q20.sorted.mapDamage
52	14082	C.T	52	2164031	C	0.0065073004961574	52	PL0108_mapped_At_q20.sorted.mapDamage
53	13877	C.T	53	2101611	C	0.00660302977097094	53	PL0108_mapped_At_q20.sorted.mapDamage
54	13118	C.T	54	2025391	C	0.00647677411423276	54	PL0108_mapped_At_q20.sorted.mapDamage
55	12687	C.T	55	1970187	C	0.00643949026158431	55	PL0108_mapped_At_q20.sorted.mapDamage
56	12264	C.T	56	1914506	C	0.00640583001568029	56	PL0108_mapped_At_q20.sorted.mapDamage
57	11788	C.T	57	1850405	C	0.00637049726951667	57	PL0108_mapped_At_q20.sorted.mapDamage
58	11818	C.T	58	1799472	C	0.00656748201694719	58	PL0108_mapped_At_q20.sorted.mapDamage
