pos	value	group	Pos	total	base	proportion	pos_from_5end	sample
30	9352	C.T	30	755340	C	0.0123811793364578	30	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
31	8453	C.T	31	738934	C	0.0114394519672934	31	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
32	9013	C.T	32	749482	C	0.0120256390413646	32	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
33	9039	C.T	33	738099	C	0.0122463246800226	33	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
34	8293	C.T	34	721812	C	0.0114891412168265	34	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
35	8705	C.T	35	729760	C	0.0119285792589344	35	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
36	8893	C.T	36	720455	C	0.0123435884267581	36	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
37	8184	C.T	37	703006	C	0.0116414369151899	37	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
38	8588	C.T	38	710608	C	0.0120854254384977	38	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
39	8635	C.T	39	695372	C	0.0124178137744977	39	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
40	7920	C.T	40	675993	C	0.0117160976518988	40	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
41	8383	C.T	41	683172	C	0.0122707019608532	41	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
42	8156	C.T	42	667730	C	0.0122145178440388	42	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
43	7538	C.T	43	649469	C	0.0116064046166946	43	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
44	7960	C.T	44	654032	C	0.0121706583164127	44	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
45	7787	C.T	45	641265	C	0.0121431857344468	45	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
46	7032	C.T	46	619188	C	0.0113568092404892	46	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
47	7676	C.T	47	624809	C	0.012285354404306	47	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
48	7548	C.T	48	609003	C	0.0123940276156275	48	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
49	6955	C.T	49	589189	C	0.0118043615885565	49	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
50	7297	C.T	50	592318	C	0.0123193960001216	50	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
51	7149	C.T	51	578920	C	0.0123488564913978	51	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
52	6471	C.T	52	561474	C	0.0115250216394704	52	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
53	6853	C.T	53	564323	C	0.0121437545519144	53	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
54	6679	C.T	54	549612	C	0.0121522091948502	54	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
55	6060	C.T	55	531569	C	0.0114002133307247	55	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
56	6408	C.T	56	534307	C	0.0119931050875246	56	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
57	6286	C.T	57	520475	C	0.0120774292713387	57	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
58	5745	C.T	58	503074	C	0.0114197911241686	58	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
59	6267	C.T	59	505750	C	0.0123914977755808	59	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
60	6154	C.T	60	491634	C	0.0125174418368136	60	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
61	5407	C.T	61	475790	C	0.0113642573404233	61	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
62	5828	C.T	62	477409	C	0.0122075620694206	62	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
63	5813	C.T	63	465204	C	0.0124955933310978	63	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
64	5194	C.T	64	449301	C	0.0115601790336545	64	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
65	5588	C.T	65	452448	C	0.0123505905651036	65	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
66	5257	C.T	66	437424	C	0.0120180877135228	66	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
67	5010	C.T	67	421221	C	0.0118939938891936	67	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
68	5273	C.T	68	424093	C	0.0124335935749942	68	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
69	4997	C.T	69	412092	C	0.0121259330440775	69	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
70	4564	C.T	70	398468	C	0.0114538683156489	70	PL0080.mapped_to_Pseudomonas.dd.q20.mapDamage
1	49385	C.T	1	1881058	C	0.0262538422526047	1	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
2	39923	C.T	2	1652641	C	0.0241570915885543	2	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
3	25274	C.T	3	1505979	C	0.0167824385333394	3	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
4	23129	C.T	4	1523376	C	0.0151827257354717	4	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
5	24861	C.T	5	1557104	C	0.0159661782385762	5	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
6	23147	C.T	6	1369676	C	0.0168996171357314	6	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
7	21838	C.T	7	1461564	C	0.0149415283901355	7	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
8	23486	C.T	8	1573142	C	0.0149293579346302	8	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
9	20741	C.T	9	1494363	C	0.0138794924660206	9	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
10	20266	C.T	10	1538477	C	0.0131727676136855	10	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
11	21804	C.T	11	1584257	C	0.0137629185163771	11	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
12	19339	C.T	12	1501409	C	0.0128805675202427	12	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
13	19191	C.T	13	1544176	C	0.0124279874832921	13	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
14	20885	C.T	14	1595892	C	0.0130867251668659	14	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
15	18821	C.T	15	1513336	C	0.0124367622259696	15	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
16	18927	C.T	16	1549377	C	0.0122158777366645	16	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
17	20826	C.T	17	1595727	C	0.013051104606239	17	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
18	19587	C.T	18	1515569	C	0.0129238589599022	18	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
19	19481	C.T	19	1544821	C	0.0126105225136116	19	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
20	21015	C.T	20	1568137	C	0.0134012525691314	20	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
21	18622	C.T	21	1455161	C	0.0127972093809551	21	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
22	18777	C.T	22	1468862	C	0.0127833656259063	22	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
23	20868	C.T	23	1497383	C	0.0139363142228809	23	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
24	18737	C.T	24	1396590	C	0.0134162495793325	24	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
25	18246	C.T	25	1403767	C	0.0129978835519	25	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
26	20135	C.T	26	1429168	C	0.0140886165937105	26	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
27	17761	C.T	27	1329839	C	0.0133557520872827	27	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
28	17728	C.T	28	1331245	C	0.0133168575281034	28	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
29	19092	C.T	29	1341148	C	0.014235565351475	29	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
30	17009	C.T	30	1244968	C	0.0136621985464687	30	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
31	16823	C.T	31	1238643	C	0.0135817987910964	31	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
32	17999	C.T	32	1249618	C	0.014403601740692	32	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
33	15876	C.T	33	1151552	C	0.0137866114600122	33	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
34	15471	C.T	34	1142226	C	0.0135446050081157	34	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
35	16933	C.T	35	1147733	C	0.014753431329412	35	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
36	15151	C.T	36	1057859	C	0.0143223246198217	36	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
37	14448	C.T	37	1044560	C	0.0138316611779122	37	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
38	15719	C.T	38	1049340	C	0.0149798921226676	38	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
39	13396	C.T	39	959308	C	0.0139642325509638	39	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
40	12983	C.T	40	942160	C	0.0137800373609578	40	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
41	13769	C.T	41	938261	C	0.0146750211295151	41	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
42	11965	C.T	42	855683	C	0.0139829820155361	42	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
43	11361	C.T	43	839490	C	0.0135332165957903	43	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
44	12107	C.T	44	836577	C	0.0144720689189399	44	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
45	10553	C.T	45	765345	C	0.0137885528748473	45	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
46	9853	C.T	46	746708	C	0.0131952516914242	46	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
47	10663	C.T	47	745670	C	0.0142998913728593	47	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
48	9312	C.T	48	679454	C	0.0137051220538844	48	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
49	8861	C.T	49	666134	C	0.0133021284005921	49	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
50	9298	C.T	50	661773	C	0.0140501350160856	50	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
51	7882	C.T	51	604953	C	0.0130291113524522	51	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
52	7711	C.T	52	591269	C	0.0130414413743998	52	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
53	8224	C.T	53	587920	C	0.013988297727582	53	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
54	7166	C.T	54	535590	C	0.0133796374092123	54	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
55	6667	C.T	55	527207	C	0.012645886720017	55	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
56	7232	C.T	56	523750	C	0.0138081145584726	56	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
57	6232	C.T	57	479471	C	0.0129976578354061	57	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
58	5948	C.T	58	469599	C	0.0126661257796546	58	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
59	6350	C.T	59	466387	C	0.0136153023133149	59	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
60	5463	C.T	60	426958	C	0.0127951695482928	60	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
61	5279	C.T	61	419615	C	0.0125805798172134	61	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
62	5720	C.T	62	417354	C	0.0137053915860397	62	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
63	4750	C.T	63	381061	C	0.0124651958610301	63	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
64	4821	C.T	64	375182	C	0.0128497635814085	64	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
65	4995	C.T	65	372784	C	0.0133991802223271	65	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
66	4237	C.T	66	339503	C	0.0124800075404341	66	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
67	4073	C.T	67	333823	C	0.0122010766184475	67	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
68	4355	C.T	68	332718	C	0.0130891625941488	68	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
69	3721	C.T	69	303793	C	0.012248471821273	69	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
70	3574	C.T	70	298962	C	0.0119546965835123	70	PL0102.mapped_to_Pseudomonas.dd.q20.mapDamage
1	8132	C.T	1	312557	C	0.0260176543798411	1	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
2	8863	C.T	2	298377	C	0.02970403214725	2	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
3	6935	C.T	3	294118	C	0.023578971705234	3	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
4	5766	C.T	4	289359	C	0.0199268037282407	4	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
5	6783	C.T	5	286236	C	0.0236972288601015	5	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
6	7110	C.T	6	266300	C	0.0266992114156966	6	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
7	6306	C.T	7	275362	C	0.0229007633587786	7	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
8	6732	C.T	8	290284	C	0.0231910818370975	8	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
9	6744	C.T	9	282079	C	0.0239081959309272	9	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
10	5886	C.T	10	281784	C	0.0208883400051103	10	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
11	6571	C.T	11	293302	C	0.0224035294679204	11	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
12	6617	C.T	12	286281	C	0.0231136540671578	12	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
13	5780	C.T	13	283349	C	0.0203988720623683	13	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
14	6643	C.T	14	293501	C	0.022633653718386	14	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
15	6602	C.T	15	285822	C	0.0230982919439371	15	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
16	5984	C.T	16	281622	C	0.0212483399734396	16	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
17	7288	C.T	17	294703	C	0.0247299823890493	17	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
18	6389	C.T	18	287501	C	0.0222225313998908	18	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
19	5545	C.T	19	280733	C	0.0197518638706529	19	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
20	5857	C.T	20	264268	C	0.0221631071488035	20	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
21	5458	C.T	21	229372	C	0.023795406588424	21	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
22	4547	C.T	22	208549	C	0.0218030295038576	22	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
23	5023	C.T	23	206648	C	0.0243070341837327	23	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
24	4699	C.T	24	193777	C	0.0242495239373094	24	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
25	4086	C.T	25	184593	C	0.0221351838910468	25	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
26	4567	C.T	26	189179	C	0.0241411573166155	26	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
27	4308	C.T	27	177765	C	0.024234241836132	27	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
28	3725	C.T	28	170263	C	0.0218779182793678	28	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
29	3978	C.T	29	173741	C	0.0228961500164037	29	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
30	3821	C.T	30	164032	C	0.0232942352711666	30	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
31	3392	C.T	31	156074	C	0.0217332803670054	31	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
32	3683	C.T	32	158979	C	0.0231665817497909	32	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
33	3581	C.T	33	150403	C	0.0238093655046774	33	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
34	3024	C.T	34	143915	C	0.0210124031546399	34	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
35	3463	C.T	35	146656	C	0.0236130809513419	35	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
36	3249	C.T	36	138180	C	0.0235128093790708	36	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
37	2758	C.T	37	133182	C	0.0207085041522128	37	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
38	3183	C.T	38	135218	C	0.023539765415847	38	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
39	2851	C.T	39	126310	C	0.0225714511915129	39	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
40	2433	C.T	40	119252	C	0.020402173548452	40	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
41	2696	C.T	41	119569	C	0.0225476503106993	41	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
42	2443	C.T	42	110966	C	0.0220157525728602	42	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
43	2021	C.T	43	103845	C	0.0194616977225673	43	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
44	2147	C.T	44	105200	C	0.0204087452471483	44	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
45	2128	C.T	45	97769	C	0.0217655903200401	45	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
46	1726	C.T	46	92716	C	0.0186159886103801	46	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
47	1960	C.T	47	92813	C	0.021117731352289	47	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
48	1728	C.T	48	86489	C	0.0199794193481252	48	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
49	1484	C.T	49	82386	C	0.0180127691598087	49	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
50	1663	C.T	50	82368	C	0.0201898795648796	50	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
51	1546	C.T	51	77118	C	0.0200472003942011	51	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
52	1198	C.T	52	73861	C	0.0162196558400238	52	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
53	1535	C.T	53	74558	C	0.0205879986051128	53	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
54	1349	C.T	54	69066	C	0.0195320418150754	54	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
55	1191	C.T	55	66526	C	0.0179027748549439	55	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
56	1235	C.T	56	66309	C	0.018624922710341	56	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
57	1189	C.T	57	62871	C	0.0189117399118831	57	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
58	996	C.T	58	60379	C	0.0164958015203962	58	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
59	1103	C.T	59	60374	C	0.0182694537383642	59	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
60	1094	C.T	60	56610	C	0.0193252075605017	60	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
61	1005	C.T	61	54224	C	0.0185342283859546	61	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
62	1012	C.T	62	55261	C	0.0183130960351785	62	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
63	996	C.T	63	51997	C	0.0191549512471873	63	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
64	875	C.T	64	50232	C	0.0174191750278707	64	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
65	964	C.T	65	50053	C	0.0192595848400695	65	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
66	886	C.T	66	47088	C	0.0188158341828067	66	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
67	756	C.T	67	44868	C	0.0168494249799412	67	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
68	791	C.T	68	44725	C	0.0176858580212409	68	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
69	731	C.T	69	41747	C	0.0175102402567849	69	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
70	641	C.T	70	39915	C	0.0160591256419892	70	PL0108.mapped_to_Pseudomonas.dd.q20.mapDamage
1	4920	C.T	1	247918	C	0.019845271420389	1	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
2	4475	C.T	2	243323	C	0.0183911919547268	2	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
3	2933	C.T	3	240587	C	0.0121910161396917	3	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
4	2799	C.T	4	232951	C	0.0120154023807582	4	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
5	3392	C.T	5	236057	C	0.0143694107779053	5	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
6	3171	C.T	6	221760	C	0.0142992424242424	6	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
7	2907	C.T	7	225361	C	0.012899303783707	7	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
8	3092	C.T	8	238565	C	0.0129608282857921	8	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
9	3218	C.T	9	231998	C	0.0138708092311141	9	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
10	2784	C.T	10	232049	C	0.0119974660524286	10	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
11	3108	C.T	11	239965	C	0.0129518888171192	11	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
12	3045	C.T	12	233149	C	0.0130603176509442	12	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
13	2902	C.T	13	233665	C	0.0124194894400103	13	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
14	3189	C.T	14	241117	C	0.0132259442511312	14	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
15	3002	C.T	15	234682	C	0.0127917778099726	15	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
16	2824	C.T	16	234267	C	0.0120546214362245	16	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
17	3228	C.T	17	242755	C	0.0132973574179729	17	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
18	2940	C.T	18	235461	C	0.0124861442022246	18	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
19	2765	C.T	19	235254	C	0.011753253929795	19	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
20	3079	C.T	20	239305	C	0.0128664256910637	20	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
21	2755	C.T	21	227922	C	0.0120874685199323	21	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
22	2552	C.T	22	225664	C	0.0113088485536018	22	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
23	2859	C.T	23	231896	C	0.0123288025666678	23	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
24	2670	C.T	24	223114	C	0.0119669765232123	24	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
25	2559	C.T	25	220986	C	0.0115799190898971	25	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
26	2857	C.T	26	226206	C	0.0126300805460509	26	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
27	2687	C.T	27	218255	C	0.012311287255733	27	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
28	2442	C.T	28	214591	C	0.0113797875959383	28	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
29	2792	C.T	29	220732	C	0.0126488230070855	29	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
30	2657	C.T	30	212131	C	0.0125252791906888	30	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
31	2339	C.T	31	208076	C	0.0112410849881774	31	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
32	2673	C.T	32	213250	C	0.0125345838218054	32	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
33	2574	C.T	33	203989	C	0.0126183274588336	33	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
34	2302	C.T	34	200803	C	0.0114639721518105	34	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
35	2495	C.T	35	205310	C	0.012152354975403	35	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
36	2426	C.T	36	196239	C	0.0123624763681022	36	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
37	2193	C.T	37	193248	C	0.0113481122702434	37	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
38	2404	C.T	38	196323	C	0.0122451266535251	38	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
39	2364	C.T	39	188254	C	0.012557502098229	39	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
40	2040	C.T	40	183648	C	0.0111082070047047	40	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
41	2339	C.T	41	186717	C	0.0125269793323586	41	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
42	2220	C.T	42	178179	C	0.0124593807351035	42	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
43	1912	C.T	43	174867	C	0.0109340241440638	43	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
44	2138	C.T	44	177446	C	0.0120487359534732	44	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
45	2107	C.T	45	169046	C	0.0124640630360967	45	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
46	1857	C.T	46	165521	C	0.0112191202324781	46	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
47	1972	C.T	47	168020	C	0.0117366980121414	47	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
48	1936	C.T	48	160104	C	0.0120921401089292	48	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
49	1778	C.T	49	156247	C	0.0113794184848349	49	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
50	2018	C.T	50	158349	C	0.0127440021724166	50	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
51	1884	C.T	51	152037	C	0.0123917204364727	51	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
52	1603	C.T	52	148118	C	0.0108224523690571	52	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
53	1845	C.T	53	149699	C	0.0123247316281338	53	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
54	1718	C.T	54	143237	C	0.0119941076677116	54	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
55	1584	C.T	55	140536	C	0.0112711333750783	55	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
56	1796	C.T	56	142283	C	0.012622730754904	56	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
57	1620	C.T	57	135245	C	0.0119782616732596	57	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
58	1425	C.T	58	132197	C	0.0107793671565921	58	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
59	1616	C.T	59	133076	C	0.0121434368330879	59	PL0127.mapped_to_Pseudomonas.dd.q20.mapDamage
