pos	value	group	Pos	total	base	proportion	pos_from_5end	sample
40	330	C.T	40	21625	C	0.0152601156069364	40	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
41	365	C.T	41	21717	C	0.0168071096376111	41	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
42	299	C.T	42	19652	C	0.0152147364135966	42	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
43	286	C.T	43	19441	C	0.0147111774085695	43	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
44	356	C.T	44	19588	C	0.018174392485195	44	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
45	268	C.T	45	17887	C	0.0149829485100911	45	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
46	257	C.T	46	17220	C	0.014924506387921	46	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
47	290	C.T	47	17056	C	0.0170028142589118	47	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
48	246	C.T	48	15932	C	0.0154406226462465	48	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
49	225	C.T	49	15360	C	0.0146484375	49	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
50	220	C.T	50	15462	C	0.0142284309921097	50	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
51	206	C.T	51	14303	C	0.014402572886807	51	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
52	186	C.T	52	13814	C	0.0134646011292891	52	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
53	221	C.T	53	13744	C	0.0160797438882421	53	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
54	211	C.T	54	12839	C	0.0164343017368954	54	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
55	188	C.T	55	12516	C	0.0150207734100352	55	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
56	190	C.T	56	12089	C	0.015716767309124	56	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
57	170	C.T	57	11453	C	0.0148432725050205	57	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
58	154	C.T	58	11087	C	0.0138901416072878	58	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
59	160	C.T	59	10897	C	0.0146829402587868	59	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
60	166	C.T	60	10035	C	0.0165421026407573	60	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
61	134	C.T	61	9814	C	0.0136539637252904	61	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
62	153	C.T	62	9725	C	0.01573264781491	62	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
63	140	C.T	63	8968	C	0.0156110615521855	63	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
64	143	C.T	64	8866	C	0.0161290322580645	64	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
65	154	C.T	65	8718	C	0.0176646019729296	65	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
66	132	C.T	66	8068	C	0.0163609320773426	66	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
67	116	C.T	67	7625	C	0.0152131147540984	67	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
68	118	C.T	68	7706	C	0.0153127433168959	68	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
69	114	C.T	69	7303	C	0.0156100232781049	69	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
70	73	C.T	70	6930	C	0.0105339105339105	70	PL0222.mapped_to_Pseudomonas.dd.q20.mapDamage
1	9777	C.T	1	413497	C	0.0236446697315821	1	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
2	8645	C.T	2	374100	C	0.0231087944399893	2	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
3	5625	C.T	3	355007	C	0.0158447579906875	3	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
4	5446	C.T	4	353536	C	0.0154043718320058	4	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
5	6040	C.T	5	352817	C	0.017119356493593	5	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
6	5662	C.T	6	331613	C	0.017074119530899	6	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
7	5427	C.T	7	345228	C	0.015720045882721	7	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
8	5725	C.T	8	361166	C	0.0158514367354624	8	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
9	5383	C.T	9	345045	C	0.0156008636554652	9	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
10	5120	C.T	10	352361	C	0.0145305524731738	10	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
11	5433	C.T	11	363382	C	0.014951208370255	11	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
12	5249	C.T	12	348248	C	0.0150725919459695	12	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
13	4974	C.T	13	353934	C	0.0140534675956534	13	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
14	5452	C.T	14	364524	C	0.0149564912049687	14	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
15	5121	C.T	15	347714	C	0.0147276209758595	15	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
16	5013	C.T	16	353363	C	0.0141865447146419	16	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
17	5543	C.T	17	365608	C	0.0151610468042275	17	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
18	5087	C.T	18	351309	C	0.0144801300279811	18	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
19	4962	C.T	19	350726	C	0.0141477962854194	19	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
20	4939	C.T	20	333744	C	0.0147987679179251	20	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
21	4165	C.T	21	288717	C	0.0144258910975107	21	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
22	3840	C.T	22	272936	C	0.01406923234751	22	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
23	4184	C.T	23	270925	C	0.0154433883916213	23	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
24	3769	C.T	24	250129	C	0.0150682247960053	24	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
25	3634	C.T	25	247332	C	0.0146928015784452	25	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
26	3943	C.T	26	250608	C	0.0157337355551299	26	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
27	3555	C.T	27	231989	C	0.0153240024311498	27	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
28	3407	C.T	28	228877	C	0.0148857246468627	28	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
29	3668	C.T	29	230951	C	0.0158821568211439	29	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
30	3180	C.T	30	213626	C	0.014885828504021	30	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
31	3026	C.T	31	208401	C	0.0145200838767568	31	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
32	3486	C.T	32	209638	C	0.0166286646504928	32	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
33	2950	C.T	33	193973	C	0.0152083021863868	33	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
34	2788	C.T	34	189603	C	0.0147044086855166	34	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
35	3146	C.T	35	190342	C	0.0165281440775026	35	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
36	2697	C.T	36	175908	C	0.0153318780271506	36	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
37	2606	C.T	37	171648	C	0.0151822334079045	37	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
38	2771	C.T	38	171676	C	0.0161408700109509	38	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
39	2457	C.T	39	157570	C	0.0155930697467792	39	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
40	2292	C.T	40	152233	C	0.0150558683071345	40	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
41	2502	C.T	41	152240	C	0.0164345769837099	41	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
42	2155	C.T	42	138897	C	0.0155150939185152	42	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
43	1974	C.T	43	134414	C	0.0146859702114363	43	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
44	2044	C.T	44	133905	C	0.0152645532280348	44	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
45	1802	C.T	45	122452	C	0.0147159703393983	45	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
46	1698	C.T	46	118674	C	0.0143081045553365	46	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
47	1812	C.T	47	117974	C	0.0153593164595589	47	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
48	1568	C.T	48	107083	C	0.0146428471372674	48	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
49	1567	C.T	49	104040	C	0.0150615148019992	49	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
50	1590	C.T	50	102817	C	0.0154643687327971	50	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
51	1369	C.T	51	93849	C	0.0145872625174482	51	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
52	1295	C.T	52	91163	C	0.0142053245285916	52	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
53	1359	C.T	53	90435	C	0.0150273677226737	53	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
54	1156	C.T	54	81836	C	0.0141258126008114	54	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
55	1191	C.T	55	79829	C	0.0149193901965451	55	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
56	1141	C.T	56	78755	C	0.0144879690178401	56	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
57	1000	C.T	57	71970	C	0.0138946783381965	57	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
58	996	C.T	58	69408	C	0.0143499308437068	58	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
59	1081	C.T	59	68735	C	0.015727067723867	59	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
60	852	C.T	60	63135	C	0.0134948918983131	60	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
61	873	C.T	61	60995	C	0.0143126485777523	61	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
62	938	C.T	62	60990	C	0.0153795704213806	62	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
63	767	C.T	63	55070	C	0.0139277283457418	63	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
64	704	C.T	64	53303	C	0.0132075117723205	64	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
65	802	C.T	65	52959	C	0.0151437904794275	65	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
66	678	C.T	66	48243	C	0.0140538523723649	66	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
67	655	C.T	67	46916	C	0.013961122005286	67	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
68	692	C.T	68	46341	C	0.0149327809067564	68	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
69	580	C.T	69	42433	C	0.0136686069804162	69	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
70	544	C.T	70	40734	C	0.0133549369077429	70	PL0224.mapped_to_Pseudomonas.dd.q20.mapDamage
1	1680	C.T	1	77311	C	0.0217304135245955	1	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
2	1546	C.T	2	74029	C	0.0208837077361575	2	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
3	1040	C.T	3	71958	C	0.0144528752883627	3	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
4	1018	C.T	4	71106	C	0.0143166540095069	4	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
5	1152	C.T	5	71224	C	0.0161743232618219	5	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
6	1125	C.T	6	67743	C	0.016606881891856	6	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
7	1048	C.T	7	68738	C	0.0152462975355698	7	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
8	1155	C.T	8	71950	C	0.0160528144544823	8	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
9	1069	C.T	9	70295	C	0.015207340493634	9	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
10	1110	C.T	10	70522	C	0.0157397691500525	10	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
11	1091	C.T	11	72134	C	0.0151246291623922	11	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
12	1057	C.T	12	70659	C	0.0149591700986428	12	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
13	1024	C.T	13	71052	C	0.0144119799583404	13	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
14	1152	C.T	14	72994	C	0.0157821190782804	14	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
15	966	C.T	15	70437	C	0.0137143830657183	15	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
16	1032	C.T	16	70893	C	0.0145571495070035	16	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
17	1226	C.T	17	73976	C	0.0165729425759706	17	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
18	1065	C.T	18	71205	C	0.0149568148304192	18	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
19	983	C.T	19	71034	C	0.0138384435622378	19	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
20	1050	C.T	20	70155	C	0.0149668590977122	20	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
21	924	C.T	21	63854	C	0.0144705108528831	21	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
22	911	C.T	22	62547	C	0.0145650470845924	22	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
23	1018	C.T	23	63363	C	0.0160661584836577	23	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
24	897	C.T	24	59752	C	0.0150120498058642	24	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
25	867	C.T	25	59273	C	0.0146272333102762	25	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
26	990	C.T	26	60900	C	0.016256157635468	26	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
27	871	C.T	27	57984	C	0.015021385209713	27	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
28	794	C.T	28	56537	C	0.0140439004545696	28	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
29	825	C.T	29	57895	C	0.0142499352275671	29	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
30	783	C.T	30	54957	C	0.0142475025929363	30	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
31	801	C.T	31	53846	C	0.0148757567878765	31	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
32	833	C.T	32	54722	C	0.0152223968422207	32	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
33	750	C.T	33	51673	C	0.0145143498538889	33	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
34	740	C.T	34	50801	C	0.0145666423889294	34	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
35	779	C.T	35	51703	C	0.0150668239753979	35	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
36	675	C.T	36	48799	C	0.0138322506608742	36	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
37	695	C.T	37	48066	C	0.014459285149586	37	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
38	687	C.T	38	48468	C	0.0141743005694479	38	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
39	683	C.T	39	45479	C	0.0150179203588469	39	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
40	671	C.T	40	43975	C	0.0152586696986924	40	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
41	684	C.T	41	44660	C	0.0153157187639946	41	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
42	655	C.T	42	42096	C	0.0155596731280882	42	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
43	601	C.T	43	41217	C	0.0145813620593444	43	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
44	604	C.T	44	41135	C	0.0146833596693813	44	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
45	618	C.T	45	38509	C	0.0160481965254875	45	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
46	549	C.T	46	37741	C	0.0145465144007843	46	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
47	547	C.T	47	38194	C	0.0143216211970467	47	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
48	487	C.T	48	35741	C	0.013625807895694	48	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
49	514	C.T	49	34494	C	0.0149011422276338	49	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
50	511	C.T	50	34817	C	0.0146767383749318	50	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
51	506	C.T	51	32622	C	0.0155110048433572	51	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
52	432	C.T	52	31821	C	0.0135759404167059	52	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
53	480	C.T	53	31999	C	0.0150004687646489	53	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
54	395	C.T	54	29621	C	0.0133351338577361	54	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
55	422	C.T	55	29202	C	0.0144510649955482	55	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
56	448	C.T	56	28603	C	0.0156626927245394	56	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
57	419	C.T	57	27174	C	0.0154191506587179	57	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
58	377	C.T	58	26441	C	0.0142581596762604	58	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
59	425	C.T	59	26460	C	0.0160619803476946	59	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
60	349	C.T	60	24988	C	0.0139667040179286	60	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
61	323	C.T	61	24456	C	0.0132073928688256	61	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
62	389	C.T	62	24363	C	0.0159668349546443	62	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
63	348	C.T	63	22669	C	0.0153513608893202	63	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
64	347	C.T	64	22058	C	0.0157312539668148	64	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
65	335	C.T	65	22317	C	0.0150109781780705	65	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
66	328	C.T	66	20490	C	0.0160078086871645	66	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
67	306	C.T	67	20200	C	0.0151485148514851	67	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
68	263	C.T	68	20226	C	0.013003065361416	68	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
69	272	C.T	69	18632	C	0.0145985401459854	69	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
70	235	C.T	70	18109	C	0.0129769727759678	70	PL0230.mapped_to_Pseudomonas.dd.q20.mapDamage
1	15338	C.T	1	531156	C	0.0288766388782203	1	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
2	13328	C.T	2	470358	C	0.0283358633211299	2	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
3	8827	C.T	3	433551	C	0.0203597731293435	3	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
4	8261	C.T	4	431770	C	0.0191328716677861	4	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
5	9129	C.T	5	435436	C	0.0209651935071974	5	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
6	8412	C.T	6	410673	C	0.020483450336399	6	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
7	7988	C.T	7	425194	C	0.0187867185331872	7	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
8	8728	C.T	8	444432	C	0.0196385498793966	8	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
9	7941	C.T	9	423030	C	0.0187717183178498	9	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
10	7377	C.T	10	432110	C	0.0170720418411978	10	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
11	8075	C.T	11	445978	C	0.018106274300526	11	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
12	7402	C.T	12	425105	C	0.0174121687583068	12	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
13	7184	C.T	13	435102	C	0.0165110709672674	13	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
14	7737	C.T	14	448629	C	0.0172458757681737	14	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
15	7311	C.T	15	427967	C	0.0170830928552902	15	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
16	7243	C.T	16	435624	C	0.0166267239637853	16	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
17	7875	C.T	17	448812	C	0.0175463222908478	17	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
18	7240	C.T	18	428565	C	0.0168935867371344	18	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
19	7223	C.T	19	436480	C	0.0165482954545455	19	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
20	7859	C.T	20	440599	C	0.0178370808830705	20	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
21	7028	C.T	21	407622	C	0.0172414639052848	21	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
22	6903	C.T	22	405150	C	0.0170381340244354	22	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
23	7609	C.T	23	409763	C	0.01856927052955	23	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
24	6684	C.T	24	382059	C	0.0174946801410253	24	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
25	6738	C.T	25	378205	C	0.0178157348527915	25	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
26	7024	C.T	26	380825	C	0.0184441672684304	26	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
27	6313	C.T	27	353133	C	0.0178771171201785	27	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
28	6156	C.T	28	347247	C	0.0177280149288547	28	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
29	6658	C.T	29	347279	C	0.0191719050100927	29	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
30	5744	C.T	30	319617	C	0.0179715096506131	30	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
31	5680	C.T	31	312186	C	0.0181942816141659	31	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
32	5913	C.T	32	311501	C	0.0189822825608907	32	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
33	5392	C.T	33	284975	C	0.0189209579787701	33	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
34	5066	C.T	34	276665	C	0.0183109536804439	34	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
35	5328	C.T	35	274940	C	0.0193787735505929	35	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
36	4681	C.T	36	251804	C	0.0185898556019761	36	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
37	4610	C.T	37	243788	C	0.0189098725121827	37	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
38	4779	C.T	38	241352	C	0.0198009546222944	38	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
39	4141	C.T	39	218151	C	0.018982264578205	39	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
40	3934	C.T	40	207979	C	0.0189153712634449	40	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
41	4017	C.T	41	204763	C	0.0196178020443146	41	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
42	3514	C.T	42	184072	C	0.0190903559476726	42	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
43	3350	C.T	43	176342	C	0.0189971759422032	43	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
44	3426	C.T	44	173036	C	0.0197993481125315	44	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
45	3002	C.T	45	155070	C	0.0193589991616689	45	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
46	2647	C.T	46	147658	C	0.0179265600238389	46	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
47	2844	C.T	47	143326	C	0.0198428756820116	47	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
48	2385	C.T	48	128868	C	0.0185073098053823	48	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
49	2269	C.T	49	121916	C	0.0186111749073132	49	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
50	2347	C.T	50	119354	C	0.0196641922348644	50	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
51	1983	C.T	51	106845	C	0.0185595956759792	51	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
52	1844	C.T	52	101549	C	0.0181587214054299	52	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
53	1969	C.T	53	98306	C	0.0200292962789657	53	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
54	1639	C.T	54	87791	C	0.0186693396817441	54	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
55	1556	C.T	55	83422	C	0.0186521541080291	55	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
56	1566	C.T	56	80807	C	0.0193795092009356	56	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
57	1385	C.T	57	72485	C	0.0191074015313513	57	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
58	1196	C.T	58	68825	C	0.0173774064656738	58	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
59	1256	C.T	59	66311	C	0.0189410505044412	59	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
60	1049	C.T	60	59293	C	0.0176918017303898	60	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
61	1010	C.T	61	56189	C	0.0179750484970368	61	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
62	1064	C.T	62	54901	C	0.0193803391559352	62	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
63	899	C.T	63	48351	C	0.0185932038634154	63	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
64	866	C.T	64	46290	C	0.0187081443076258	64	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
65	905	C.T	65	44809	C	0.0201968354571626	65	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
66	765	C.T	66	39539	C	0.0193479855332709	66	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
67	726	C.T	67	37392	C	0.019415917843389	67	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
68	720	C.T	68	36378	C	0.0197921820880752	68	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
69	559	C.T	69	32226	C	0.0173462421647117	69	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
70	567	C.T	70	30336	C	0.018690664556962	70	PL0235.mapped_to_Pseudomonas.dd.q20.mapDamage
1	5362	C.T	1	244807	C	0.0219029684608692	1	PL0240.mapped_to_Pseudomonas.dd.q20.mapDamage
2	5090	C.T	2	234603	C	0.0216962272434709	2	PL0240.mapped_to_Pseudomonas.dd.q20.mapDamage
